fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
1104913,100256,NDB #,Foundation,"Flour, pastry, unenriched, unbleached",142.0,100.0,g,"100 g",142.0
1104812,20090,NDB #,Foundation,"Flour, rice, brown",234.0,100.0,g,"100 g",234.0
1104962,100255,NDB #,Foundation,"Onions, white, raw",141.0,100.0,g,"100 g",141.0
1104766,16115,NDB #,Foundation,"Flour, soy, full-fat",1860.0,100.0,g,"100 g",1860.0
1104705,16117,NDB #,Foundation,"Flour, soy, defatted",2480.0,100.0,g,"100 g",2480.0
790646,100253,NDB #,Foundation,"Onions, yellow, raw",182.0,143.0,g,"1 Onion, Edible",260.0
790577,100252,NDB #,Foundation,"Onions, red, raw",197.0,197.0,g,"1 Onion, Edible",388.0
790508,1001,NDB #,Foundation,"Butter, stick, salted",23.0,100.0,g,"100 g",23.0
790146,20083,NDB #,Foundation,"Flour, bread, white, enriched, unbleached",127.0,100.0,g,"100 g",127.0
790276,100251,NDB #,Foundation,"Flour, corn, yellow, fine meal, enriched",144.0,100.0,g,"100 g",144.0
790214,20061,NDB #,Foundation,"Flour, rice, white, unenriched",75.0,100.0,g,"100 g",75.0
789951,20581,NDB #,Foundation,"Flour, wheat, all-purpose, enriched, unbleached",135.0,100.0,g,"100 g",135.0
790085,20080,NDB #,Foundation,"Flour, whole wheat, unenriched",376.0,100.0,g,"100 g",376.0
789890,20081,NDB #,Foundation,"Flour, wheat, all-purpose, enriched, bleached",136.0,100.0,g,"100 g",136.0
790018,20481,NDB #,Foundation,"Flour, wheat, all-purpose, unenriched, unbleached",150.0,100.0,g,"100 g",150.0
789828,1145,NDB #,Foundation,"Butter, stick, unsalted",19.0,100.0,g,"100 g",19.0
749420,10896,NDB #,Foundation,"Pork, cured, bacon, cooked, restaurant",557.0,6.3,g,"1 slice",35.1
748967,1123,NDB #,Foundation,"Eggs, Grade A, Large, egg whole",132.0,50.3,g,"1 egg, whole without shell",66.4
747693,11966,NDB #,Foundation,"Ketchup, restaurant",249.0,100.0,g,"100 g",249.0
747445,16515,NDB #,Foundation,"Beans, Dry, Pinto (0% moisture)",1510.0,100.0,g,"100 g",1510.0
747432,16502,NDB #,Foundation,"Beans, Dry, Flor de Mayo (0% moisture)",1490.0,100.0,g,"100 g",1490.0
747444,16514,NDB #,Foundation,"Beans, Dry, Black (0% moisture)",1540.0,100.0,g,"100 g",1540.0
747436,16506,NDB #,Foundation,"Beans, Dry, Carioca (0% moisture)",1390.0,100.0,g,"100 g",1390.0
747447,11090,NDB #,Foundation,"Broccoli, raw",303.0,76.0,g,"1 cup, chopped",230.0
747434,16504,NDB #,Foundation,"Beans, Dry, Tan (0% moisture)",1620.0,100.0,g,"100 g",1620.0
747440,16510,NDB #,Foundation,"Beans, Dry, Dark Red Kidney (0% moisture)",1490.0,100.0,g,"100 g",1490.0
747446,16516,NDB #,Foundation,"Beans, Dry, Great Northern (0% moisture)",1520.0,100.0,g,"100 g",1520.0
747442,16512,NDB #,Foundation,"Beans, Dry, Small White (0% moisture)",1540.0,100.0,g,"100 g",1540.0
747448,9316,NDB #,Foundation,"Strawberries, raw",89.0,100.0,g,"100 g",89.0
747435,16505,NDB #,Foundation,"Beans, Dry, Light Tan (0% moisture)",1230.0,100.0,g,"100 g",1230.0
747437,16507,NDB #,Foundation,"Beans, Dry, Cranberry (0% moisture)",1340.0,100.0,g,"100 g",1340.0
747441,16511,NDB #,Foundation,"Beans, Dry, Navy (0% moisture)",1470.0,100.0,g,"100 g",1470.0
747438,16508,NDB #,Foundation,"Beans, Dry, Light Red Kidney (0% moisture)",1540.0,100.0,g,"100 g",1540.0
747439,16509,NDB #,Foundation,"Beans, Dry, Pink (0% moisture)",1490.0,100.0,g,"100 g",1490.0
747433,16503,NDB #,Foundation,"Beans, Dry, Brown (0% moisture)",1580.0,100.0,g,"100 g",1580.0
747443,16513,NDB #,Foundation,"Beans, Dry, Small Red (0% moisture)",1520.0,100.0,g,"100 g",1520.0
747429,1062,NDB #,Foundation,"Cheese, American, restaurant",173.0,16.0,g,"1 slice",27.7
747431,16501,NDB #,Foundation,"Beans, Dry, Red (0% moisture)",1540.0,100.0,g,"100 g",1540.0
747430,16500,NDB #,Foundation,"Beans, Dry, Medium Red (0% moisture)",1490.0,100.0,g,"100 g",1490.0
746952,7129,NDB #,Foundation,"Ham, sliced, restaurant",484.0,16.2,g,"1 slice",78.4
746784,19335,NDB #,Foundation,"Sugars, granulated",2.0,188.0,g,"1 cup",3.76
746784,19335,NDB #,Foundation,"Sugars, granulated",2.0,4.0,g,"1 teaspoon",0.08
746785,5666,NDB #,Foundation,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",304.0,155.0,g,"1 paired cooked w, crumbles",471.0
746783,7919,NDB #,Foundation,"Sausage, turkey, breakfast links, mild, raw",310.0,27.9,g,"1 link",86.5
746783,7919,NDB #,Foundation,"Sausage, turkey, breakfast links, mild, raw",310.0,450.0,g,"1 package",1400.0
746780,7089,NDB #,Foundation,"Sausage, Italian, pork, mild, cooked, pan-fried",310.0,86.6,g,"1 link, medium",268.0
746781,100173,NDB #,Foundation,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",435.0,80.4,g,"1 link, medium",350.0
746781,100173,NDB #,Foundation,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",435.0,185.0,g,"1 cup, ground",805.0
746781,100173,NDB #,Foundation,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",435.0,186.0,g,"1 link, long",809.0
746782,1077,NDB #,Foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",150.0,249.0,g,"1 cup",374.0
746775,2047,NDB #,Foundation,"Salt, table, iodized",2.0,6.1,g,"1 teaspoon",0.122
746779,7954,NDB #,Foundation,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",263.0,18.6,g,"1 link",48.9
746776,1085,NDB #,Foundation,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",167.0,246.0,g,"1 cup",411.0
746777,6164,NDB #,Foundation,"Sauce, salsa, ready-to-serve",258.0,35.7,g,"2 tablespoon",92.1
746778,1079,NDB #,Foundation,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",159.0,245.0,g,"1 cup",390.0
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",87.0,148.0,g,"1 each, small",129.0
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",87.0,230.0,g,"1 each, large",200.0
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",87.0,178.0,g,"1 each, medium",155.0
746773,9412,NDB #,Foundation,"Pears, raw, bartlett",87.0,140.0,g,"1 cup, slices",122.0
746774,36622,NDB #,Foundation,"Restaurant, Chinese, sweet and sour pork",152.0,41.8,g,"3 pieces",63.5
746774,36622,NDB #,Foundation,"Restaurant, Chinese, sweet and sour pork",152.0,611.0,g,"1 order",929.0
746772,1082,NDB #,Foundation,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",159.0,246.0,g,"1 cup",391.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,55.0,g,"1 wedge, small (1/8 of small melon)",86.4
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,552.0,g,"1 each, medium (about 5 dia)",867.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,156.0,g,"1 cup, diced",245.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,138.0,g,"10 pieces, balls",217.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,160.0,g,"1 cup, cubes",251.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,814.0,g,"1 each, large (about 6-1/2 dia)",1280.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,441.0,g,"1 each, small (about 4-1/4 dia)",692.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,102.0,g,"1 wedge, large (1/8 of large melon)",160.0
746770,9181,NDB #,Foundation,"Melons, cantaloupe, raw",157.0,69.0,g,"1 wedge, medium (1/8 of medium melon)",108.0
746771,9202,NDB #,Foundation,"Oranges, raw, navels",166.0,140.0,g,"1 each,  2-7/8 dia",232.0
746771,9202,NDB #,Foundation,"Oranges, raw, navels",166.0,165.0,g,"1 cup, sections no membranes",274.0
746769,11251,NDB #,Foundation,"Lettuce, cos or romaine, raw",253.0,581.0,g,"1 bunch",1470.0
746767,1040,NDB #,Foundation,"Cheese, swiss",71.0,10.9,g,"1 slice, thin",7.74
746767,1040,NDB #,Foundation,"Cheese, swiss",71.0,21.9,g,"1 slice, regular",15.5
746765,1227,NDB #,Foundation,"Cheese, dry white, queso seco",116.0,97.3,g,"1 cup, grated",113.0
746768,9094,NDB #,Foundation,"Figs, dried, uncooked",680.0,149.0,g,"1 cup",1010.0
746768,9094,NDB #,Foundation,"Figs, dried, uncooked",680.0,8.4,g,"1 each",57.1
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",230.0,129.0,g,"0.5 cup",297.0
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",230.0,258.0,g,"1 cup",593.0
746766,1036,NDB #,Foundation,"Cheese, ricotta, whole milk",230.0,64.6,g,"0.2 cup",149.0
746760,23362,NDB #,Foundation,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0 fat, select, raw",312.0,690.0,g,"1 roast, raw",2150.0
746762,13468,NDB #,Foundation,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8 fat, select, raw",266.0,525.0,g,"1 steak, raw",1400.0
746758,23377,NDB #,Foundation,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0 fat, select, cooked, roasted",352.0,462.0,g,"1 roast, cooked",1630.0
746761,23359,NDB #,Foundation,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0 fat, select, raw",316.0,788.0,g,"1 roast, raw",2490.0
746763,13236,NDB #,Foundation,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8 fat, choice, cooked, grilled",283.0,360.0,g,"1 steak, cooked",1020.0
746759,23385,NDB #,Foundation,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, choice, raw",282.0,284.0,g,"1 steak, raw",801.0
746764,11130,NDB #,Foundation,"Carrots, frozen, unprepared",210.0,100.0,g,"100 g",210.0
335240,18075,NDB #,Foundation,"Bread, whole-wheat, commercially prepared",250.0,32.1,g,"1 slice",80.2
334720,36408,NDB #,Foundation,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",305.0,126.0,g,"1 piece",384.0
334628,36412,NDB #,Foundation,"Restaurant, Latino, tamale, pork",152.0,142.0,g,"1 piece",216.0
334536,36602,NDB #,Foundation,"Restaurant, Chinese, fried rice, without meat",69.0,133.0,g,"1 cup",91.8
334194,15121,NDB #,Foundation,"Fish, tuna, light, canned in water, drained solids",176.0,107.0,g,"1 can, drained solids",188.0
334194,15121,NDB #,Foundation,"Fish, tuna, light, canned in water, drained solids",176.0,142.0,g,"1 can, total can contents",250.0
333476,15066,NDB #,Foundation,"Fish, pollock, raw",160.0,177.0,g,"1 fillet",283.0
333374,15033,NDB #,Foundation,"Fish, haddock, raw",286.0,176.0,g,"1 fillet",503.0
333281,100193,NDB #,Foundation,"Tomatoes, canned, red, ripe, diced",198.0,245.0,g,"1 cup",485.0
333008,100192,NDB #,Foundation,"Cookies, oatmeal, soft, with raisins",245.0,27.0,g,"1 cookie",66.2
332791,9533,NDB #,Foundation,"Olives, green, Manzanilla, stuffed with pimiento",43.0,3.2,g,"1 olive",1.38
332397,7028,NDB #,Foundation,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",425.0,13.5,g,"1 slice",57.4
332282,6931,NDB #,Foundation,"Sauce, pasta, spaghetti/marinara, ready-to-serve",319.0,135.0,g,"1 serving, 1/2 cup",431.0
331960,5746,NDB #,Foundation,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",343.0,174.0,g,"1 piece",597.0
331897,5671,NDB #,Foundation,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",239.0,94.7,g,"1 drumstick, without skin",226.0
331897,5671,NDB #,Foundation,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",239.0,104.0,g,"1 drumstick, with skin",249.0
330458,4047,NDB #,Foundation,"Oil, coconut",0.0,11.6,g,"1 tablespoon, liquid oil",0.0
330415,1285,NDB #,Foundation,"Yogurt, Greek, strawberry, nonfat",133.0,150.0,g,"1 container, 5.3 oz",200.0
330137,1256,NDB #,Foundation,"Yogurt, Greek, plain, nonfat",141.0,156.0,g,"1 container",220.0
329716,1137,NDB #,Foundation,"Egg, yolk, dried",231.0,28.4,g,"1 oz",65.6
329716,1137,NDB #,Foundation,"Egg, yolk, dried",231.0,67.0,g,"1 cup, sifted",155.0
329716,1137,NDB #,Foundation,"Egg, yolk, dried",231.0,4.0,g,"1 tablespoon",9.24
329596,1126,NDB #,Foundation,"Egg, yolk, raw, frozen, pasteurized",102.0,28.4,g,"1 oz",29.0
329370,1029,NDB #,Foundation,"Cheese, mozzarella, low moisture, part-skim",116.0,86.2,g,"1 cup",100.0
329490,1133,NDB #,Foundation,"Egg, whole, dried",468.0,28.4,g,"1 oz",133.0
329490,1133,NDB #,Foundation,"Egg, whole, dried",468.0,5.0,g,"1 tablespoon",23.4
329490,1133,NDB #,Foundation,"Egg, whole, dried",468.0,85.0,g,"1 cup, sifted",398.0
328841,1015,NDB #,Foundation,"Cheese, cottage, lowfat, 2% milkfat",120.0,220.0,g,"1 cup",264.0
328637,1009,NDB #,Foundation,"Cheese, cheddar",77.0,105.0,g,"1 cup",80.8
328637,1009,NDB #,Foundation,"Cheese, cheddar",77.0,17.0,g,"1 slice",13.1
327357,9191,NDB #,Foundation,"Nectarines, raw",131.0,143.0,g,"1 cup,  slices",187.0
327357,9191,NDB #,Foundation,"Nectarines, raw",131.0,140.0,g,"1 serving, NLEA",183.0
327357,9191,NDB #,Foundation,"Nectarines, raw",131.0,142.0,g,"1 each,  2-1/2 dia",186.0
327357,9191,NDB #,Foundation,"Nectarines, raw",131.0,156.0,g,"1 each, 2-3/4 dia",204.0
327357,9191,NDB #,Foundation,"Nectarines, raw",131.0,129.0,g,"1 each, 2-1/3 dia",169.0
327046,9148,NDB #,Foundation,"Kiwifruit, green, raw",198.0,100.0,g,"100 g",198.0
326698,2046,NDB #,Foundation,"Mustard, prepared, yellow",150.0,6.0,g,"1 teaspoon",9.0
326698,2046,NDB #,Foundation,"Mustard, prepared, yellow",150.0,249.0,g,"1 cup",374.0
326196,11236,NDB #,Foundation,"Kale, frozen, cooked, boiled, drained, without salt",144.0,118.0,g,"1 cup, cooked",170.0
325871,18069,NDB #,Foundation,"Bread, white, commercially prepared",117.0,27.3,g,"1 slice",31.9
325524,12537,NDB #,Foundation,"Seeds, sunflower seed kernels, dry roasted, with salt added",689.0,127.0,g,"1 cup",875.0
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",122.0,147.0,g,"1 serving, NLEA ",179.0
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",122.0,161.0,g,"1 fruit, medium (2-2/3 dia)",196.0
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",122.0,225.0,g,"1 fruit, extra large (3 dia)",274.0
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",122.0,173.0,g,"1 fruit, large (2-3/4 dia)",211.0
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",122.0,154.0,g,"1 cup, slices with skin",188.0
325430,9236,NDB #,Foundation,"Peaches, yellow, raw",122.0,147.0,g,"1 fruit, small (2-1/2 dia)",179.0
325198,1042,NDB #,Foundation,"Cheese, pasteurized process, American, vitamin D fortified",149.0,20.6,g,"1 slice",30.7
325287,9123,NDB #,Foundation,"Grapefruit juice, white, canned or bottled, unsweetened",141.0,257.0,g,"1 cup",362.0
325036,1032,NDB #,Foundation,"Cheese, parmesan, grated",184.0,7.6,g,"1 tablespoon",14.0
324860,16098,NDB #,Foundation,"Peanut butter, smooth style, with salt",564.0,32.0,g,"2 tablespoon",180.0
324860,16098,NDB #,Foundation,"Peanut butter, smooth style, with salt",564.0,258.0,g,"1 cup",1460.0
324653,11937,NDB #,Foundation,"Pickles, cucumber, dill or kosher dill",112.0,40.4,g,"1 spear",45.2
324317,11296,NDB #,Foundation,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",135.0,20.2,g,"1 piece",27.3
323793,1173,NDB #,Foundation,"Egg, white, dried",959.0,107.0,g,"1 cup, sifted",1030.0
323793,1173,NDB #,Foundation,"Egg, white, dried",959.0,7.0,g,"1 tablespoon",67.1
323604,1171,NDB #,Foundation,"Egg, whole, raw, frozen, pasteurized",117.0,28.4,g,"1 oz",33.2
323697,1172,NDB #,Foundation,"Egg, white, raw, frozen, pasteurized",130.0,28.4,g,"1 oz",36.9
323505,11233,NDB #,Foundation,"Kale, raw",348.0,20.6,g,"1 cup, pieces of ~1",71.7
323294,12563,NDB #,Foundation,"Nuts, almonds, dry roasted, with salt added",684.0,135.0,g,"1 cup, whole",923.0
323121,7022,NDB #,Foundation,"Frankfurter, beef, unheated",343.0,48.6,g,"1 piece",167.0
321611,11056,NDB #,Foundation,"Beans, snap, green, canned, regular pack, drained solids",97.0,129.0,g,"1 cup, drained",125.0
321358,16158,NDB #,Foundation,"Hummus, commercial",289.0,33.9,g,"2 tablespoon",98.0
321360,100147,NDB #,Foundation,"Tomatoes, grape, raw",260.0,152.0,g,"1 cup",395.0
321360,100147,NDB #,Foundation,"Tomatoes, grape, raw",260.0,49.7,g,"5 tomatoes",129.0
